ClientID,ColourSeasonID,PreferredStylistID,ReferralSource,AgeGroup,FirstConsultationDate,HasStyleAnalysis,HasMakeupLesson
CL2666,CS12,STY001,Instagram,45-54,2024-07-17,Yes,No
CL2667,CS11,STY064,Google Search,35-44,2024-05-14,Yes,Yes
CL2668,CS04,STY025,Return Client,25-34,2021-07-18,No,Yes
CL2669,CS09,STY017,Instagram,35-44,2021-09-20,Yes,Yes
CL2670,CS05,STY020,Return Client,55-64,2024-05-13,Yes,Yes
CL2671,CS08,STY021,Return Client,35-44,2022-01-11,No,Yes
CL2672,CS09,STY008,Facebook,18-24,2023-05-11,No,No
CL2673,CS12,STY003,Return Client,35-44,2024-10-31,No,Yes
CL2674,CS03,STY014,Word of Mouth,25-34,2023-08-24,No,Yes
CL2675,CS05,STY001,Return Client,25-34,2024-12-04,Yes,No
CL2676,CS12,STY016,Gift Voucher,18-24,2020-04-30,Yes,No
CL2677,CS06,STY073,Corporate,35-44,2022-10-13,No,Yes
CL2678,CS07,STY048,Gift Voucher,35-44,2020-05-12,No,No
CL2679,CS11,STY055,Friend Referral,35-44,2021-08-06,Yes,Yes
CL2680,CS05,STY033,Facebook,25-34,2024-09-09,No,Yes
CL2681,CS01,STY016,Word of Mouth,35-44,2024-04-24,Yes,Yes
CL2682,CS04,STY053,Word of Mouth,55-64,2024-06-11,Yes,Yes
CL2683,CS08,STY063,Instagram,45-54,2020-07-03,Yes,Yes
CL2684,CS09,STY047,Word of Mouth,18-24,2020-07-18,No,Yes
CL2685,CS03,STY044,Google Search,55-64,2020-08-09,Yes,Yes
CL2686,CS02,STY014,Word of Mouth,18-24,2022-07-16,Yes,Yes
CL2687,CS08,STY037,Friend Referral,35-44,2020-04-07,No,No
CL2688,CS05,STY023,Facebook,25-34,2022-03-31,Yes,No
CL2689,CS04,STY045,Word of Mouth,35-44,2021-01-07,No,Yes
CL2690,CS07,STY004,Friend Referral,45-54,2022-10-13,Yes,Yes
CL2691,CS09,STY026,Word of Mouth,25-34,2023-10-06,No,Yes
CL2692,CS08,STY056,Corporate,55-64,2022-03-17,Yes,Yes
CL2693,CS06,STY018,Google Search,35-44,2024-08-28,No,Yes
CL2694,CS01,STY055,Word of Mouth,25-34,2022-04-29,Yes,Yes
CL2695,CS06,STY015,TikTok,18-24,2020-05-18,Yes,Yes
CL2696,CS10,STY005,Facebook,35-44,2021-05-31,Yes,No
CL2697,CS11,STY071,Instagram,25-34,2024-04-22,Yes,No
CL2698,CS10,STY035,Friend Referral,55-64,2023-07-16,Yes,Yes
CL2699,CS04,STY023,TikTok,45-54,2021-10-10,Yes,Yes
CL2700,CS10,STY039,TikTok,18-24,2023-04-22,No,Yes
CL2701,CS10,STY009,Google Search,35-44,2021-04-03,Yes,Yes
CL2702,CS10,STY049,Facebook,25-34,2022-04-29,No,Yes
CL2703,CS07,STY028,Corporate,65+,2020-10-31,No,Yes
CL2704,CS01,STY030,Facebook,35-44,2021-05-23,Yes,Yes
CL2705,CS07,STY038,Word of Mouth,45-54,2022-11-21,Yes,No
CL2706,CS08,STY034,Friend Referral,18-24,2024-08-11,Yes,Yes
CL2707,CS11,STY066,Word of Mouth,25-34,2020-04-14,No,No
CL2708,CS03,STY021,Word of Mouth,35-44,2024-09-18,Yes,No
CL2709,CS11,STY011,TikTok,25-34,2023-01-22,Yes,Yes
CL2710,CS11,STY065,Friend Referral,45-54,2022-11-16,No,Yes
CL2711,CS02,STY069,Word of Mouth,35-44,2020-02-15,No,No
CL2712,CS09,STY070,Word of Mouth,55-64,2020-05-24,No,Yes
CL2713,CS05,STY058,Google Search,25-34,2020-09-03,No,No
CL2714,CS09,STY065,Friend Referral,25-34,2022-06-20,No,Yes
CL2715,CS01,STY034,Google Search,18-24,2020-02-22,Yes,Yes
CL2716,CS08,STY024,Instagram,45-54,2024-08-24,Yes,Yes
CL2717,CS10,STY011,Word of Mouth,45-54,2020-07-06,Yes,No
CL2718,CS08,STY022,TikTok,45-54,2024-06-08,No,No
CL2719,CS09,STY062,Word of Mouth,45-54,2022-03-14,Yes,Yes
CL2720,CS01,STY034,Google Search,25-34,2020-08-29,Yes,No
CL2721,CS07,STY071,Word of Mouth,35-44,2022-10-09,Yes,Yes
CL2722,CS08,STY071,Instagram,55-64,2023-11-16,Yes,Yes
CL2723,CS12,STY051,Instagram,25-34,2022-07-31,Yes,Yes
CL2724,CS11,STY037,Word of Mouth,45-54,2022-05-13,No,Yes
CL2725,CS09,STY055,Word of Mouth,25-34,2023-06-06,Yes,Yes
CL2726,CS08,STY002,Google Search,25-34,2022-06-28,Yes,No
CL2727,CS06,STY032,Word of Mouth,25-34,2021-12-29,No,Yes
CL2728,CS09,STY029,Google Search,18-24,2023-03-21,No,No
CL2729,CS07,STY006,Google Search,35-44,2023-06-11,No,Yes
CL2730,CS05,STY068,Instagram,25-34,2024-03-21,No,No
CL2731,CS10,STY009,Word of Mouth,18-24,2024-09-02,Yes,Yes
CL2732,CS02,STY032,Word of Mouth,55-64,2023-04-16,No,No
CL2733,CS10,STY027,TikTok,25-34,2024-08-07,No,Yes
CL2734,CS04,STY044,Word of Mouth,45-54,2020-01-01,Yes,Yes
CL2735,CS01,STY013,Corporate,35-44,2022-11-12,No,Yes
CL2736,CS12,STY039,Word of Mouth,25-34,2021-07-24,No,Yes
CL2737,CS05,STY005,Word of Mouth,25-34,2021-10-13,Yes,No
CL2738,CS05,STY052,Instagram,45-54,2022-05-02,Yes,Yes
CL2739,CS12,STY009,Facebook,55-64,2024-03-10,Yes,No
CL2740,CS05,STY006,Google Search,35-44,2023-01-24,Yes,Yes
CL2741,CS08,STY011,Gift Voucher,25-34,2021-07-10,No,Yes
CL2742,CS07,STY029,Google Search,65+,2024-05-31,No,No
CL2743,CS03,STY070,Corporate,45-54,2021-06-26,No,No
CL2744,CS11,STY051,Google Search,55-64,2021-05-24,No,Yes
CL2745,CS09,STY012,Instagram,35-44,2024-11-10,No,Yes
CL2746,CS10,STY007,Instagram,35-44,2023-09-13,Yes,Yes
CL2747,CS10,STY008,Word of Mouth,45-54,2021-01-04,No,Yes
CL2748,CS04,STY006,Friend Referral,35-44,2023-11-23,No,Yes
CL2749,CS02,STY008,Facebook,35-44,2024-01-31,Yes,No
CL2750,CS09,STY027,Friend Referral,35-44,2022-03-19,No,Yes
CL2751,CS04,STY013,Facebook,45-54,2020-09-14,No,Yes
CL2752,CS06,STY007,Google Search,35-44,2020-01-16,Yes,No
CL2753,CS11,STY039,TikTok,35-44,2020-10-05,No,Yes
CL2754,CS01,STY036,Instagram,35-44,2022-02-07,No,Yes
CL2755,CS08,STY034,Facebook,35-44,2022-06-11,Yes,Yes
CL2756,CS05,STY057,Instagram,55-64,2022-09-30,No,No
CL2757,CS01,STY041,Google Search,45-54,2021-09-23,Yes,Yes
CL2758,CS09,STY032,Friend Referral,18-24,2020-09-24,No,Yes
CL2759,CS07,STY024,Gift Voucher,45-54,2024-10-15,No,Yes
CL2760,CS12,STY043,Instagram,25-34,2023-07-19,No,Yes
CL2761,CS01,STY021,Word of Mouth,65+,2022-05-21,Yes,Yes
CL2762,CS03,STY058,Word of Mouth,25-34,2024-04-09,No,Yes
CL2763,CS12,STY041,TikTok,35-44,2020-10-02,Yes,Yes
CL2764,CS01,STY013,Word of Mouth,25-34,2023-12-23,Yes,Yes
CL2765,CS09,STY067,Friend Referral,25-34,2024-06-20,No,Yes
CL2766,CS01,STY014,Friend Referral,65+,2020-01-31,No,No
CL2767,CS09,STY072,YouTube,35-44,2022-10-09,Yes,Yes
CL2768,CS02,STY057,Word of Mouth,45-54,2022-01-03,Yes,Yes
CL2769,CS08,STY034,Word of Mouth,45-54,2024-06-11,Yes,No
CL2770,CS07,STY007,Word of Mouth,45-54,2020-12-03,Yes,No
CL2771,CS05,STY044,Word of Mouth,45-54,2022-09-07,Yes,Yes
CL2772,CS06,STY069,Friend Referral,45-54,2024-11-09,Yes,Yes
CL2773,CS09,STY048,Instagram,55-64,2020-12-11,No,No
CL2774,CS03,STY030,Instagram,25-34,2023-02-15,No,Yes
CL2775,CS06,STY007,Friend Referral,65+,2021-07-03,Yes,No
CL2776,CS07,STY060,Instagram,45-54,2021-08-07,No,No
CL2777,CS03,STY015,Gift Voucher,55-64,2020-06-06,Yes,Yes
CL2778,CS03,STY069,Return Client,65+,2021-08-07,No,No
CL2779,CS10,STY057,Friend Referral,65+,2022-07-12,No,Yes
CL2780,CS04,STY022,TikTok,45-54,2023-10-21,No,Yes
CL2781,CS01,STY049,Word of Mouth,55-64,2023-01-08,Yes,Yes
CL2782,CS08,STY008,Instagram,18-24,2023-01-16,Yes,No
CL2783,CS07,STY043,Return Client,55-64,2021-06-06,Yes,Yes
CL2784,CS07,STY042,TikTok,45-54,2021-04-15,Yes,Yes
CL2785,CS10,STY040,Gift Voucher,35-44,2021-04-15,Yes,Yes
CL2786,CS12,STY009,Friend Referral,45-54,2022-11-20,No,Yes
CL2787,CS08,STY055,Google Search,35-44,2020-05-17,No,Yes
CL2788,CS05,STY034,Instagram,55-64,2022-01-06,No,Yes
CL2789,CS01,STY047,Friend Referral,25-34,2022-12-31,Yes,Yes
CL2790,CS10,STY071,TikTok,35-44,2024-05-25,Yes,Yes
CL2791,CS11,STY042,Friend Referral,45-54,2024-06-27,Yes,No
CL2792,CS10,STY066,Word of Mouth,35-44,2022-10-25,No,No
CL2793,CS12,STY055,Instagram,45-54,2023-04-01,Yes,No
CL2794,CS10,STY062,Word of Mouth,65+,2021-10-06,Yes,Yes
CL2795,CS02,STY033,Instagram,35-44,2020-10-08,No,Yes
CL2796,CS01,STY070,Friend Referral,55-64,2023-05-10,No,No
CL2797,CS05,STY072,Word of Mouth,25-34,2021-02-21,Yes,No
CL2798,CS08,STY014,Word of Mouth,25-34,2023-03-09,Yes,Yes
CL2799,CS11,STY021,TikTok,35-44,2022-03-13,Yes,Yes
CL2800,CS09,STY074,Gift Voucher,55-64,2023-12-28,Yes,Yes
CL2801,CS03,STY024,Word of Mouth,55-64,2020-01-31,Yes,Yes
CL2802,CS01,STY060,Word of Mouth,45-54,2022-03-01,No,Yes
CL2803,CS02,STY072,Word of Mouth,18-24,2024-09-18,No,No
CL2804,CS07,STY038,Word of Mouth,35-44,2024-08-01,Yes,Yes
CL2805,CS07,STY031,Friend Referral,25-34,2024-01-23,No,Yes
CL2806,CS11,STY066,Word of Mouth,65+,2023-04-22,Yes,Yes
CL2807,CS05,STY071,Facebook,45-54,2024-10-19,Yes,Yes
CL2808,CS06,STY041,Instagram,55-64,2023-04-20,Yes,Yes
CL2809,CS01,STY059,Word of Mouth,45-54,2020-02-04,No,Yes
CL2810,CS01,STY049,Instagram,55-64,2021-11-05,No,Yes
CL2811,CS06,STY056,Word of Mouth,45-54,2022-06-11,No,Yes
CL2812,CS05,STY051,Word of Mouth,18-24,2023-08-18,No,Yes
CL2813,CS02,STY037,Friend Referral,45-54,2021-04-05,Yes,Yes
CL2814,CS09,STY035,Instagram,35-44,2024-08-02,No,Yes
CL2815,CS09,STY025,TikTok,35-44,2023-02-24,No,Yes
CL2816,CS09,STY069,Word of Mouth,35-44,2022-02-12,No,Yes
CL2817,CS07,STY030,TikTok,45-54,2022-12-17,No,No
CL2818,CS09,STY061,Google Search,45-54,2020-08-30,No,No
CL2819,CS02,STY055,Instagram,35-44,2023-04-26,Yes,Yes
CL2820,CS08,STY003,Gift Voucher,35-44,2022-02-11,Yes,Yes
CL2821,CS01,STY046,Return Client,25-34,2023-12-07,No,No
CL2822,CS09,STY049,Google Search,55-64,2021-01-17,Yes,Yes
CL2823,CS02,STY048,Google Search,18-24,2023-03-16,Yes,Yes
CL2824,CS08,STY059,Instagram,35-44,2020-08-29,No,Yes
CL2825,CS05,STY063,Friend Referral,45-54,2020-10-09,No,Yes
CL2826,CS10,STY071,Word of Mouth,18-24,2023-01-14,Yes,Yes
CL2827,CS02,STY056,TikTok,45-54,2020-10-09,No,Yes
CL2828,CS03,STY066,Word of Mouth,65+,2021-11-15,Yes,Yes
CL2829,CS01,STY047,Friend Referral,55-64,2021-06-25,No,Yes
CL2830,CS02,STY048,Friend Referral,35-44,2021-08-24,No,Yes
CL2831,CS06,STY074,Facebook,35-44,2020-01-06,Yes,Yes
CL2832,CS06,STY003,Facebook,18-24,2023-03-22,Yes,Yes
CL2833,CS11,STY053,Instagram,55-64,2021-12-01,No,Yes
CL2834,CS08,STY061,Word of Mouth,55-64,2021-07-24,Yes,No
CL2835,CS03,STY036,Corporate,45-54,2024-01-16,Yes,Yes
CL2836,CS02,STY067,Facebook,45-54,2024-07-30,Yes,Yes
CL2837,CS12,STY018,Instagram,35-44,2020-07-03,No,Yes
CL2838,CS07,STY048,Return Client,35-44,2024-06-15,Yes,Yes
CL2839,CS02,STY008,Word of Mouth,35-44,2023-02-25,Yes,Yes
CL2840,CS10,STY060,Instagram,18-24,2020-12-30,Yes,No
CL2841,CS02,STY006,Instagram,35-44,2024-03-10,No,Yes
CL2842,CS08,STY006,Word of Mouth,35-44,2021-02-12,Yes,Yes
CL2843,CS02,STY002,Friend Referral,45-54,2023-10-25,Yes,Yes
CL2844,CS05,STY012,Corporate,55-64,2023-08-31,No,No
CL2845,CS12,STY019,Instagram,25-34,2024-07-18,No,Yes
CL2846,CS10,STY053,Google Search,25-34,2024-10-22,No,Yes
CL2847,CS10,STY015,Instagram,65+,2024-04-17,No,No
CL2848,CS02,STY019,Return Client,45-54,2022-11-20,No,Yes
CL2849,CS05,STY010,Friend Referral,25-34,2024-04-27,Yes,Yes
CL2850,CS06,STY052,Word of Mouth,35-44,2023-02-23,Yes,No
CL2851,CS03,STY047,Word of Mouth,55-64,2021-03-12,No,Yes
CL2852,CS09,STY020,Friend Referral,55-64,2021-11-21,No,No
CL2853,CS01,STY056,Facebook,25-34,2023-01-22,Yes,No
CL2854,CS07,STY033,Facebook,45-54,2021-03-24,No,No
CL2855,CS09,STY041,Word of Mouth,35-44,2020-12-28,Yes,Yes
CL2856,CS11,STY070,Return Client,25-34,2020-10-09,Yes,Yes
CL2857,CS06,STY007,Word of Mouth,55-64,2021-07-20,No,Yes
CL2858,CS08,STY051,TikTok,35-44,2022-01-15,Yes,Yes
CL2859,CS10,STY005,Word of Mouth,55-64,2023-05-01,No,Yes
CL2860,CS02,STY004,Word of Mouth,45-54,2021-09-25,Yes,Yes
CL2861,CS02,STY065,Return Client,65+,2022-08-05,No,Yes
CL2862,CS10,STY038,YouTube,18-24,2021-11-03,No,No
CL2863,CS07,STY004,Word of Mouth,45-54,2020-12-10,No,No
CL2864,CS10,STY035,Instagram,25-34,2024-08-01,Yes,No
CL2865,CS03,STY018,YouTube,55-64,2023-09-27,Yes,Yes
CL2866,CS06,STY008,Friend Referral,55-64,2022-01-01,Yes,Yes
CL2867,CS07,STY011,Friend Referral,45-54,2020-04-13,No,Yes
CL2868,CS06,STY045,Word of Mouth,45-54,2021-01-09,No,Yes
CL2869,CS11,STY037,Gift Voucher,35-44,2022-06-16,Yes,Yes
CL2870,CS02,STY017,Friend Referral,45-54,2024-09-25,No,No
CL2871,CS09,STY047,Word of Mouth,35-44,2024-03-01,Yes,Yes
CL2872,CS11,STY051,Friend Referral,18-24,2020-01-20,No,No
CL2873,CS10,STY002,Word of Mouth,35-44,2024-01-17,Yes,No
CL2874,CS10,STY005,Word of Mouth,25-34,2020-09-15,Yes,Yes
CL2875,CS01,STY037,Google Search,45-54,2024-04-06,Yes,Yes
CL2876,CS09,STY029,Instagram,45-54,2020-07-11,No,No
CL2877,CS10,STY045,Gift Voucher,65+,2022-01-05,Yes,Yes
CL2878,CS11,STY050,Google Search,25-34,2022-01-10,Yes,Yes
CL2879,CS01,STY002,Facebook,35-44,2023-03-28,Yes,Yes
CL2880,CS10,STY071,Facebook,55-64,2024-08-15,Yes,Yes
CL2881,CS09,STY006,Instagram,35-44,2021-06-22,Yes,Yes
CL2882,CS09,STY028,Instagram,45-54,2024-01-07,Yes,No
CL2883,CS05,STY029,Instagram,45-54,2022-02-06,Yes,Yes
CL2884,CS07,STY021,Facebook,35-44,2024-10-02,No,Yes
CL2885,CS01,STY002,Word of Mouth,45-54,2024-08-23,Yes,Yes
CL2886,CS04,STY051,YouTube,35-44,2020-09-23,Yes,Yes
CL2887,CS02,STY008,Facebook,25-34,2023-04-07,Yes,No
CL2888,CS10,STY029,Friend Referral,25-34,2024-06-04,No,Yes
CL2889,CS02,STY074,Word of Mouth,45-54,2020-03-06,Yes,No
CL2890,CS07,STY001,Gift Voucher,18-24,2021-05-15,No,No
CL2891,CS05,STY012,Word of Mouth,25-34,2020-08-26,No,Yes
CL2892,CS08,STY037,Word of Mouth,25-34,2020-01-14,No,Yes
CL2893,CS06,STY070,Friend Referral,65+,2023-02-13,No,Yes
CL2894,CS10,STY055,Gift Voucher,25-34,2023-04-30,No,Yes
CL2895,CS07,STY054,Word of Mouth,65+,2021-05-07,Yes,Yes
CL2896,CS12,STY024,Word of Mouth,35-44,2022-12-02,Yes,Yes
CL2897,CS08,STY017,YouTube,55-64,2023-11-24,Yes,Yes
CL2898,CS02,STY029,Word of Mouth,35-44,2020-11-27,Yes,Yes
CL2899,CS04,STY022,Facebook,65+,2020-07-21,Yes,Yes
CL2900,CS09,STY001,Friend Referral,35-44,2022-09-28,No,No
CL2901,CS02,STY056,Facebook,45-54,2022-10-27,Yes,No
CL2902,CS06,STY041,Instagram,35-44,2024-02-04,No,No
CL2903,CS08,STY072,Word of Mouth,45-54,2022-02-20,Yes,No
CL2904,CS01,STY062,Friend Referral,45-54,2021-04-29,Yes,Yes
CL2905,CS09,STY066,Return Client,45-54,2020-11-12,No,Yes
CL2906,CS09,STY007,Instagram,65+,2021-09-28,Yes,No
CL2907,CS03,STY001,Word of Mouth,45-54,2020-11-28,Yes,Yes
CL2908,CS09,STY030,Word of Mouth,25-34,2020-09-18,Yes,No
CL2909,CS03,STY063,Word of Mouth,25-34,2021-07-24,No,No
CL2910,CS04,STY068,Friend Referral,55-64,2024-10-27,Yes,Yes
CL2911,CS07,STY026,Return Client,65+,2023-03-28,Yes,No
CL2912,CS03,STY005,Friend Referral,45-54,2020-09-18,Yes,Yes
CL2913,CS05,STY017,Return Client,45-54,2021-03-24,Yes,No
CL2914,CS08,STY014,Facebook,55-64,2020-09-17,Yes,Yes
CL2915,CS12,STY017,Word of Mouth,55-64,2024-04-04,Yes,Yes
CL2916,CS06,STY026,Gift Voucher,35-44,2022-03-21,Yes,No
CL2917,CS01,STY057,Instagram,45-54,2021-04-17,No,Yes
CL2918,CS06,STY069,Instagram,45-54,2023-06-05,Yes,Yes
CL2919,CS02,STY012,Friend Referral,45-54,2023-05-10,No,No
CL2920,CS11,STY049,Return Client,18-24,2021-09-03,Yes,Yes
CL2921,CS10,STY004,Friend Referral,35-44,2020-09-01,No,Yes
CL2922,CS12,STY050,Google Search,25-34,2023-06-23,No,Yes
CL2923,CS03,STY016,Google Search,55-64,2021-02-19,No,Yes
CL2924,CS01,STY048,Google Search,35-44,2023-02-15,No,Yes
CL2925,CS08,STY050,Return Client,55-64,2020-03-24,Yes,No
CL2926,CS07,STY051,Corporate,25-34,2022-11-14,No,Yes
CL2927,CS01,STY033,Instagram,25-34,2024-04-11,No,No
CL2928,CS01,STY040,Facebook,35-44,2021-02-06,Yes,No
CL2929,CS04,STY049,Google Search,35-44,2021-09-11,Yes,Yes
CL2930,CS04,STY056,Word of Mouth,25-34,2020-10-02,Yes,Yes
CL2931,CS05,STY053,Return Client,25-34,2024-05-28,Yes,No
CL2932,CS06,STY035,Return Client,35-44,2021-10-18,Yes,Yes
CL2933,CS11,STY069,Google Search,35-44,2020-03-21,No,No
CL2934,CS11,STY019,TikTok,45-54,2022-04-14,Yes,No
CL2935,CS05,STY074,Corporate,45-54,2023-09-09,No,Yes
CL2936,CS04,STY018,Word of Mouth,35-44,2021-05-05,No,Yes
CL2937,CS03,STY069,Gift Voucher,45-54,2022-01-16,Yes,Yes
CL2938,CS04,STY005,Instagram,25-34,2024-07-27,Yes,Yes
CL2939,CS02,STY068,Friend Referral,35-44,2023-10-01,No,Yes
CL2940,CS01,STY060,Instagram,45-54,2022-01-27,No,No
CL2941,CS10,STY059,TikTok,35-44,2024-06-18,No,No
CL2942,CS12,STY043,Gift Voucher,45-54,2021-07-03,Yes,Yes
CL2943,CS04,STY035,Facebook,35-44,2024-10-21,No,Yes
CL2944,CS12,STY009,Google Search,35-44,2024-07-10,No,Yes
CL2945,CS05,STY048,Word of Mouth,25-34,2021-08-07,Yes,No
CL2946,CS12,STY040,Corporate,35-44,2024-09-13,Yes,Yes
CL2947,CS03,STY048,Friend Referral,45-54,2021-10-23,No,Yes
CL2948,CS05,STY031,Gift Voucher,25-34,2024-10-13,Yes,Yes
CL2949,CS05,STY016,Word of Mouth,35-44,2024-01-09,No,Yes
CL2950,CS07,STY034,Word of Mouth,55-64,2020-04-17,Yes,Yes
CL2951,CS03,STY041,Return Client,55-64,2021-09-08,No,Yes
CL2952,CS12,STY029,Friend Referral,35-44,2022-04-25,No,Yes
CL2953,CS02,STY004,Return Client,45-54,2020-02-07,Yes,Yes
CL2954,CS09,STY016,Friend Referral,55-64,2020-10-17,Yes,Yes
CL2955,CS12,STY036,Google Search,25-34,2023-02-14,No,Yes
CL2956,CS04,STY023,Instagram,65+,2021-07-26,No,No
CL2957,CS08,STY064,Instagram,55-64,2023-08-25,Yes,Yes
CL2958,CS08,STY004,Word of Mouth,65+,2024-11-16,No,Yes
CL2959,CS12,STY060,Friend Referral,25-34,2022-06-29,No,Yes
CL2960,CS10,STY025,Facebook,45-54,2022-04-12,Yes,Yes
CL2961,CS01,STY006,Word of Mouth,55-64,2023-08-15,No,Yes
CL2962,CS08,STY042,Return Client,18-24,2022-01-22,Yes,Yes
CL2963,CS01,STY023,Corporate,35-44,2023-10-29,Yes,Yes
CL2964,CS05,STY025,Word of Mouth,35-44,2024-09-30,Yes,Yes
CL2965,CS01,STY016,TikTok,25-34,2023-03-20,Yes,Yes
CL2966,CS09,STY022,Friend Referral,45-54,2022-10-09,Yes,Yes
CL2967,CS02,STY020,Word of Mouth,45-54,2021-12-19,No,Yes
CL2968,CS12,STY063,Word of Mouth,45-54,2023-03-24,Yes,Yes
CL2969,CS03,STY028,Friend Referral,65+,2021-12-22,Yes,Yes
CL2970,CS03,STY057,Word of Mouth,45-54,2024-07-26,Yes,No
CL2971,CS10,STY023,Word of Mouth,35-44,2023-05-30,Yes,Yes
CL2972,CS06,STY029,Gift Voucher,45-54,2024-08-23,No,Yes
CL2973,CS03,STY045,Word of Mouth,35-44,2022-11-04,Yes,Yes
CL2974,CS07,STY006,Word of Mouth,18-24,2022-07-29,Yes,Yes
CL2975,CS10,STY065,Facebook,65+,2024-04-14,Yes,Yes
CL2976,CS07,STY020,Word of Mouth,18-24,2020-09-12,No,Yes
CL2977,CS06,STY029,TikTok,65+,2023-02-07,Yes,No
CL2978,CS02,STY056,Return Client,35-44,2024-06-13,No,No
CL2979,CS05,STY057,Friend Referral,35-44,2021-10-26,No,Yes
CL2980,CS03,STY020,Word of Mouth,65+,2021-03-19,Yes,Yes
CL2981,CS12,STY038,Google Search,45-54,2024-03-24,No,Yes
CL2982,CS06,STY073,Google Search,45-54,2024-02-25,Yes,No
CL2983,CS11,STY023,YouTube,45-54,2021-01-12,No,Yes
CL2984,CS01,STY044,Instagram,55-64,2023-06-19,Yes,Yes
CL2985,CS11,STY062,Word of Mouth,35-44,2024-09-02,Yes,Yes
CL2986,CS11,STY063,Word of Mouth,18-24,2022-03-23,No,Yes
CL2987,CS04,STY072,Word of Mouth,45-54,2021-04-14,No,Yes
CL2988,CS11,STY010,Google Search,25-34,2023-09-13,Yes,Yes
CL2989,CS03,STY037,Facebook,18-24,2024-05-25,No,Yes
CL2990,CS10,STY050,Friend Referral,35-44,2022-01-18,Yes,Yes
CL2991,CS12,STY041,Instagram,35-44,2022-01-10,No,No
CL2992,CS02,STY009,Friend Referral,65+,2023-09-13,No,Yes
CL2993,CS07,STY073,Return Client,25-34,2020-06-07,No,Yes
CL2994,CS07,STY012,Instagram,35-44,2023-10-05,No,No
CL2995,CS04,STY046,Google Search,35-44,2022-10-14,Yes,Yes
CL2996,CS08,STY033,Friend Referral,55-64,2020-02-07,Yes,Yes
CL2997,CS03,STY064,TikTok,18-24,2024-11-10,Yes,Yes
CL2998,CS12,STY026,TikTok,25-34,2020-05-30,Yes,No
CL2999,CS07,STY069,Corporate,45-54,2022-08-05,No,Yes
CL3000,CS01,STY010,Google Search,35-44,2021-03-17,Yes,Yes
